COUNTY_ID,COUNTY,TOWN_ID,TOWN,H_CNT,H_BED,H_SRVP,H_SRVB,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,醫療院所家數,醫療院所床數,醫療院所平均每家服務人數,醫療院所平均每千人擁有病床數,資料時間
"10017","基隆市","10017020","七堵區",36,85,1491.33,1.58,"109Y06M"
"10017","基隆市","10017030","暖暖區",16,151,2412.50,3.91,"109Y06M"
"10017","基隆市","10017040","仁愛區",91,414,473.68,9.60,"109Y06M"
"10017","基隆市","10017050","中山區",38,21,1228.03,0.45,"109Y06M"
"10017","基隆市","10017060","安樂區",28,2395,2936.11,29.13,"109Y06M"
"10017","基隆市","10017070","信義區",32,512,1653.69,9.68,"109Y06M"
"10018","新竹市","10018010","東區",298,1472,734.06,6.73,"109Y06M"
"10018","新竹市","10018020","北區",126,1380,1211.21,9.04,"109Y06M"
"10018","新竹市","10018030","香山區",16,0,4916.13,0.00,"109Y06M"
"10020","嘉義市","10020010","東區",199,2145,604.52,17.83,"109Y06M"
"10020","嘉義市","10020020","西區",213,1862,688.90,12.69,"109Y06M"
"09020","金門縣","09020010","金城鎮",34,31,1266.79,0.72,"109Y06M"
"09020","金門縣","09020020","金沙鎮",4,0,5178.75,0.00,"109Y06M"
"09020","金門縣","09020030","金湖鎮",10,296,3016.90,9.81,"109Y06M"
"09020","金門縣","09020040","金寧鄉",6,0,5377.83,0.00,"109Y06M"
"09020","金門縣","09020050","烈嶼鄉",3,2,4234.00,0.16,"109Y06M"
"09020","金門縣","09020060","烏坵鄉",0,0,-1.00,0.00,"109Y06M"
"09007","連江縣","09007010","南竿鄉",1,43,7583.00,5.67,"109Y06M"
"09007","連江縣","09007020","北竿鄉",1,3,2606.00,1.15,"109Y06M"
"09007","連江縣","09007030","莒光鄉",2,4,760.50,2.63,"109Y06M"
"09007","連江縣","09007040","東引鄉",1,2,1339.00,1.49,"109Y06M"
